,items,common_ingredients,cluster_id
8890,"['frankfurter', 'meat', 'pork', 'root vegetables', 'onions', 'whole milk', 'beverages', 'mayonnaise', 'soda', 'chocolate']","['meat', 'meat', 'pork', 'vegetables', 'vegetables', 'milk', 'sauce', 'soda', 'chocolate']",3
8891,"['sausage', 'hamburger meat', 'other vegetables', 'yogurt', 'sliced cheese', 'brown bread', 'sugar', 'fruit/vegetable juice', 'canned beer', 'cleaner', 'bathroom cleaner', 'napkins', 'newspapers']","['meat', 'meat', 'vegetables', 'yogurt', 'cheese', 'bread', 'sugar', 'vegetables', 'beer']",3
8892,"['pork', 'tropical fruit', 'pip fruit', 'root vegetables', 'frozen dessert', 'rolls/buns', 'margarine', 'seasonal products', 'napkins', 'dishes']","['pork', 'fruits', 'fruits', 'vegetables', 'bread', 'margarine']",3
8893,"['yogurt', 'bottled water', 'white wine']","['yogurt', 'water', 'wine']",3
8894,"['ham', 'meat', 'tropical fruit', 'pip fruit', 'other vegetables', 'yogurt', 'UHT-milk', 'processed cheese', 'white bread', 'semi-finished bread', 'oil', 'margarine', 'pickled vegetables', 'coffee', 'soda', 'liquor (appetizer)', 'napkins', 'light bulbs']","['ham', 'meat', 'fruits', 'fruits', 'vegetables', 'yogurt', 'milk', 'cheese', 'bread', 'bread', 'oil', 'margarine', 'vegetables', 'soda']",3
8895,"['other vegetables', 'butter', 'rolls/buns', 'flower (seeds)']","['vegetables', 'butter', 'bread']",3
8896,"['sausage', 'soda', 'chocolate marshmallow']","['meat', 'soda', 'chocolate']",3
8897,"['beef', 'herbs', 'other vegetables', 'whole milk', 'rice']","['beef', 'herbs', 'vegetables', 'milk', 'rice']",5
8899,"['pork', 'other vegetables']","['pork', 'vegetables']",3
8900,"['beef', 'oil', 'coffee', 'sparkling wine']","['beef', 'oil', 'wine']",3
8901,"['whole milk', 'waffles']",['milk'],3
8902,"['chicken', 'pork', 'beef', 'other vegetables', 'whole milk', 'butter', 'whipped/sour cream', 'soft cheese', 'cream cheese', 'processed cheese', 'frozen vegetables', 'frozen fruits', 'pastry', 'sugar', 'soda', 'long life bakery product', 'waffles', 'chocolate marshmallow', 'candy']","['chicken', 'pork', 'beef', 'vegetables', 'milk', 'butter', 'cream', 'cheese', 'cheese', 'cheese', 'vegetables', 'fruits', 'sugar', 'soda', 'chocolate']",6
8903,"['yogurt', 'pickled vegetables', 'soda', 'fruit/vegetable juice', 'bottled beer', 'salty snack']","['yogurt', 'vegetables', 'soda', 'vegetables', 'beer']",3
8905,"['pip fruit', 'chocolate marshmallow']","['fruits', 'chocolate']",3
8906,"['sausage', 'tropical fruit', 'root vegetables', 'herbs', 'whole milk', 'roll products', 'oil']","['meat', 'fruits', 'vegetables', 'herbs', 'milk', 'oil']",2
8907,"['curd', 'yogurt', 'pastry', 'bottled water', 'fruit/vegetable juice', 'dishes', 'potted plants']","['yogurt', 'water', 'vegetables']",3
8908,"['beef', 'yogurt', 'white bread', 'flour', 'soda', 'fruit/vegetable juice', 'bottled beer', 'brandy', 'cooking chocolate']","['beef', 'yogurt', 'bread', 'flour', 'soda', 'vegetables', 'beer', 'brandy', 'chocolate']",3
8910,"['frankfurter', 'frozen potato products', 'pastry', 'bottled water', 'bottled beer']","['meat', 'water', 'beer']",3
8911,"['dessert', 'canned beer']",['beer'],3
8912,"['frankfurter', 'ham', 'hamburger meat', 'other vegetables', 'margarine', 'specialty chocolate']","['meat', 'ham', 'meat', 'vegetables', 'margarine', 'chocolate']",3
8913,"['whole milk', 'butter', 'domestic eggs', 'baking powder']","['milk', 'butter', 'eggs']",3
8915,"['pip fruit', 'specialty bar']",['fruits'],3
8916,"['sausage', 'berries', 'curd', 'yogurt', 'whipped/sour cream', 'cream cheese', 'frozen vegetables', 'tea', 'fruit/vegetable juice', 'napkins', 'shopping bags']","['meat', 'fruits', 'yogurt', 'cream', 'cheese', 'vegetables', 'vegetables']",3
8917,"['root vegetables', 'yogurt']","['vegetables', 'yogurt']",3
8918,"['frankfurter', 'ham', 'whole milk', 'butter', 'yogurt', 'sliced cheese', 'hard cheese', 'domestic eggs', 'zwieback', 'baking powder', 'napkins']","['meat', 'ham', 'milk', 'butter', 'yogurt', 'cheese', 'cheese', 'eggs']",3
8919,"['ham', 'beef', 'other vegetables', 'whole milk', 'domestic eggs', 'oil', 'sugar', 'jam', 'bottled water', 'potted plants']","['ham', 'beef', 'vegetables', 'milk', 'eggs', 'oil', 'sugar', 'water']",6
8920,['pip fruit'],['fruits'],3
8921,"['citrus fruit', 'tropical fruit', 'sliced cheese', 'ice cream', 'domestic eggs', 'detergent', 'newspapers']","['fruits', 'fruits', 'cheese', 'eggs']",3
8922,['soda'],['soda'],3
8923,['sugar'],['sugar'],6
8924,"['hamburger meat', 'other vegetables', 'canned vegetables']","['meat', 'vegetables', 'vegetables']",3
8925,['whole milk'],['milk'],3
8927,"['frankfurter', 'tropical fruit', 'grapes', 'other vegetables', 'rolls/buns', 'white bread', 'soda', 'syrup', 'canned beer', 'long life bakery product', 'candy', 'rubbing alcohol', 'cling film/bags']","['meat', 'fruits', 'vegetables', 'vegetables', 'bread', 'bread', 'soda', 'syrup', 'beer']",3
8928,['red/blush wine'],['wine'],3
8929,"['berries', 'beverages', 'canned beer', 'shopping bags']","['fruits', 'beer']",3
8930,"['sausage', 'citrus fruit', 'tropical fruit', 'berries', 'root vegetables', 'other vegetables', 'condensed milk', 'curd cheese', 'roll products', 'pasta', 'oil', 'coffee', 'soda', 'fruit/vegetable juice', 'bottled beer', 'abrasive cleaner', 'bathroom cleaner', 'napkins']","['meat', 'fruits', 'fruits', 'fruits', 'vegetables', 'vegetables', 'milk', 'pasta', 'oil', 'soda', 'vegetables', 'beer']",3
8932,"['frankfurter', 'meat', 'citrus fruit', 'pip fruit', 'other vegetables', 'whole milk', 'yogurt', 'sliced cheese', 'canned beer', 'house keeping products']","['meat', 'meat', 'fruits', 'fruits', 'vegetables', 'milk', 'yogurt', 'cheese', 'beer']",3
8933,"['pork', 'tropical fruit', 'pip fruit', 'nuts/prunes', 'other vegetables', 'frozen meals', 'margarine', 'newspapers']","['pork', 'fruits', 'fruits', 'vegetables', 'margarine']",3
8934,"['misc. beverages', 'fruit/vegetable juice', 'canned beer', 'chewing gum', 'chocolate', 'shopping bags']","['vegetables', 'beer', 'chocolate']",3
8936,"['chocolate', 'candy', 'shopping bags']",['chocolate'],3
8937,"['whole milk', 'rolls/buns', 'white bread', 'brown bread', 'margarine']","['milk', 'bread', 'bread', 'bread', 'margarine']",3
8938,"['other vegetables', 'fruit/vegetable juice', 'chewing gum']","['vegetables', 'vegetables']",3
8939,['spread cheese'],['cheese'],3
8940,"['whole milk', 'whipped/sour cream', 'pastry', 'margarine', 'shopping bags']","['milk', 'cream', 'margarine']",3
8941,"['pip fruit', 'other vegetables', 'whole milk', 'dessert', 'butter milk', 'yogurt', 'cream cheese', 'tidbits', 'frozen potato products', 'rolls/buns', 'white bread', 'mustard', 'fruit/vegetable juice', 'salty snack', 'long life bakery product', 'chocolate', 'specialty bar', 'napkins']","['fruits', 'vegetables', 'milk', 'butter', 'yogurt', 'cheese', 'bread', 'bread', 'herbs', 'vegetables', 'chocolate']",4
8942,"['frankfurter', 'whole milk', 'frozen vegetables', 'fruit/vegetable juice']","['meat', 'milk', 'vegetables', 'vegetables']",3
8943,"['pork', 'whole milk']","['pork', 'milk']",3
8944,"['citrus fruit', 'other vegetables', 'spread cheese']","['fruits', 'vegetables', 'cheese']",3
8945,['bottled beer'],['beer'],3
8946,"['citrus fruit', 'pip fruit', 'specialty cheese', 'bottled water', 'soda']","['fruits', 'fruits', 'cheese', 'water', 'soda']",3
8947,"['hamburger meat', 'grapes', 'whole milk', 'rice', 'sugar', 'bottled water']","['meat', 'vegetables', 'milk', 'rice', 'sugar', 'water']",6
8948,"['whipped/sour cream', 'cream cheese']","['cream', 'cheese']",3
8949,"['sausage', 'tropical fruit', 'grapes', 'berries', 'other vegetables', 'pastry', 'soda', 'specialty chocolate', 'napkins', 'shopping bags']","['meat', 'fruits', 'vegetables', 'fruits', 'vegetables', 'soda', 'chocolate']",3
8950,"['citrus fruit', 'tropical fruit', 'root vegetables', 'other vegetables', 'butter', 'yogurt', 'whipped/sour cream', 'salty snack', 'specialty bar']","['fruits', 'fruits', 'vegetables', 'vegetables', 'butter', 'yogurt', 'cream']",3
8951,"['rolls/buns', 'margarine', 'bottled beer']","['bread', 'margarine', 'beer']",3
8952,"['sliced cheese', 'frozen fish', 'margarine', 'bottled water', 'canned beer']","['cheese', 'fish', 'margarine', 'water', 'beer']",3
8953,"['butter milk', 'yogurt', 'salty snack', 'specialty chocolate']","['butter', 'yogurt', 'chocolate']",3
8954,"['sausage', 'root vegetables', 'soda', 'bottled beer', 'salty snack', 'popcorn']","['meat', 'vegetables', 'soda', 'beer']",3
8955,"['other vegetables', 'soft cheese', 'margarine', 'bottled water', 'bottled beer']","['vegetables', 'cheese', 'margarine', 'water', 'beer']",3
8956,"['beef', 'root vegetables', 'herbs', 'packaged fruit/vegetables', 'butter', 'sliced cheese', 'domestic eggs', 'jam', 'bottled water']","['beef', 'vegetables', 'herbs', 'vegetables', 'butter', 'cheese', 'eggs', 'water']",4
8957,"['hamburger meat', 'tropical fruit', 'other vegetables', 'whole milk', 'butter', 'curd', 'dessert', 'yogurt', 'whipped/sour cream', 'UHT-milk', 'domestic eggs', 'pastry', 'flour', 'margarine', 'cereals', 'canned fish', 'cat food', 'bottled water', 'bottled beer', 'hygiene articles', 'napkins']","['meat', 'fruits', 'vegetables', 'milk', 'butter', 'yogurt', 'cream', 'milk', 'eggs', 'flour', 'margarine', 'fish', 'water', 'beer']",1
8958,"['chicken', 'frozen vegetables', 'bottled beer']","['chicken', 'vegetables', 'beer']",3
8959,"['sausage', 'meat', 'herbs', 'other vegetables', 'soft cheese', 'margarine', 'cat food', 'shopping bags']","['meat', 'meat', 'herbs', 'vegetables', 'cheese', 'margarine']",5
8960,"['sausage', 'citrus fruit', 'soda', 'fruit/vegetable juice', 'salty snack', 'napkins', 'cling film/bags']","['meat', 'fruits', 'soda', 'vegetables']",3
8961,"['bottled water', 'bottled beer']","['water', 'beer']",3
8962,"['pastry', 'soda']",['soda'],3
8964,"['other vegetables', 'whole milk', 'butter milk', 'yogurt', 'whipped/sour cream', 'domestic eggs', 'pastry', 'popcorn']","['vegetables', 'milk', 'butter', 'yogurt', 'cream', 'eggs']",3
8965,"['whole milk', 'domestic eggs', 'brown bread', 'pastry']","['milk', 'eggs', 'bread']",3
8966,"['other vegetables', 'butter', 'yogurt', 'domestic eggs', 'pastry', 'bottled beer', 'specialty bar', 'flower (seeds)']","['vegetables', 'butter', 'yogurt', 'eggs', 'beer']",3
8967,"['tropical fruit', 'salt', 'canned fish', 'bottled water', 'bottled beer']","['fruits', 'salt', 'fish', 'water', 'beer']",6
8968,"['citrus fruit', 'tropical fruit', 'onions', 'other vegetables', 'butter milk']","['fruits', 'fruits', 'vegetables', 'vegetables', 'butter']",3
8969,"['pork', 'butter milk', 'pickled vegetables', 'soda', 'canned beer', 'liquor']","['pork', 'butter', 'vegetables', 'soda', 'beer']",3
8970,"['canned beer', 'red/blush wine']","['beer', 'wine']",3
8971,"['frankfurter', 'pork', 'hamburger meat', 'pip fruit', 'other vegetables', 'whole milk', 'rolls/buns', 'white bread', 'pastry', 'Instant food products', 'waffles', 'chocolate']","['meat', 'pork', 'meat', 'fruits', 'vegetables', 'milk', 'bread', 'bread', 'chocolate']",3
8972,"['yogurt', 'cereals', 'specialty bar']",['yogurt'],3
8973,"['sausage', 'other vegetables', 'whole milk', 'fruit/vegetable juice']","['meat', 'vegetables', 'milk', 'vegetables']",3
8974,"['cream cheese', 'chocolate marshmallow']","['cheese', 'chocolate']",3
8975,['other vegetables'],['vegetables'],3
8976,"['sausage', 'whole milk', 'white bread']","['meat', 'milk', 'bread']",3
8977,"['frankfurter', 'pork', 'pip fruit', 'berries', 'root vegetables', 'other vegetables', 'whole milk', 'pastry', 'semi-finished bread', 'syrup', 'shopping bags']","['meat', 'pork', 'fruits', 'fruits', 'vegetables', 'vegetables', 'milk', 'bread', 'syrup']",3
8978,"['citrus fruit', 'whole milk', 'yogurt', 'sliced cheese', 'domestic eggs', 'canned vegetables', 'canned beer']","['fruits', 'milk', 'yogurt', 'cheese', 'eggs', 'vegetables', 'beer']",3
8979,"['ham', 'yogurt', 'pastry', 'coffee', 'waffles', 'chocolate', 'female sanitary products']","['ham', 'yogurt', 'chocolate']",3
8980,['soda'],['soda'],3
8981,"['frankfurter', 'whole milk', 'yogurt', 'napkins']","['meat', 'milk', 'yogurt']",3
8982,"['citrus fruit', 'whole milk', 'bottled water', 'soda', 'fruit/vegetable juice', 'bottled beer']","['fruits', 'milk', 'water', 'soda', 'vegetables', 'beer']",3
8983,"['frozen fish', 'brown bread', 'canned beer', 'rum', 'newspapers']","['fish', 'bread', 'beer', 'rum']",3
8984,['whole milk'],['milk'],3
8985,"['ham', 'pork', 'shopping bags']","['ham', 'pork']",3
8986,"['sausage', 'tropical fruit', 'pip fruit', 'berries', 'other vegetables', 'whole milk', 'butter', 'curd', 'whipped/sour cream', 'cat food', 'salty snack', 'popcorn', 'potted plants', 'shopping bags']","['meat', 'fruits', 'fruits', 'fruits', 'vegetables', 'milk', 'butter', 'cream']",3
8989,"['frozen fish', 'liquor (appetizer)']",['fish'],3
8990,"['whole milk', 'white bread', 'margarine', 'cat food', 'soda']","['milk', 'bread', 'margarine', 'soda']",3
8991,"['soda', 'canned beer']","['soda', 'beer']",3
8992,"['pastry', 'soda', 'misc. beverages', 'canned beer', 'salty snack', 'chocolate', 'shopping bags']","['soda', 'beer', 'chocolate']",3
8993,"['frankfurter', 'tropical fruit', 'pip fruit', 'other vegetables', 'yogurt', 'whipped/sour cream', 'rolls/buns', 'bottled water', 'soda', 'misc. beverages', 'chocolate', 'specialty chocolate', 'candy', 'shopping bags']","['meat', 'fruits', 'fruits', 'vegetables', 'yogurt', 'cream', 'bread', 'water', 'soda', 'chocolate', 'chocolate']",3
8994,"['yogurt', 'UHT-milk', 'domestic eggs', 'rolls/buns', 'long life bakery product']","['yogurt', 'milk', 'eggs', 'bread']",3
8995,"['domestic eggs', 'canned beer', 'liquor (appetizer)', 'chocolate marshmallow', 'shopping bags']","['eggs', 'beer', 'chocolate']",3
8996,"['sausage', 'other vegetables', 'whole milk', 'butter', 'fruit/vegetable juice']","['meat', 'vegetables', 'milk', 'butter', 'vegetables']",3
8997,"['ham', 'whole milk', 'white bread']","['ham', 'milk', 'bread']",3
8998,"['other vegetables', 'whole milk', 'pastry', 'salty snack', 'candy']","['vegetables', 'milk']",3
8999,"['tropical fruit', 'yogurt', 'soda']","['fruits', 'yogurt', 'soda']",3
9000,"['whole milk', 'brown bread', 'margarine']","['milk', 'bread', 'margarine']",3
9001,"['sausage', 'pork', 'citrus fruit', 'tropical fruit', 'pip fruit', 'root vegetables', 'whole milk', 'butter', 'curd', 'yogurt', 'cream', 'sliced cheese', 'hard cheese', 'frozen vegetables', 'frozen fish', 'frozen potato products', 'brown bread', 'margarine', 'baking powder', 'cat food', 'pet care', 'soda', 'fruit/vegetable juice', 'nut snack', 'chocolate', 'female sanitary products', 'hygiene articles', 'napkins', 'house keeping products']","['meat', 'pork', 'fruits', 'fruits', 'fruits', 'vegetables', 'milk', 'butter', 'yogurt', 'cream', 'cheese', 'cheese', 'vegetables', 'fish', 'bread', 'margarine', 'soda', 'vegetables', 'chocolate']",3
9002,['soda'],['soda'],3
9003,"['tropical fruit', 'whole milk']","['fruits', 'milk']",6
9004,"['domestic eggs', 'pastry', 'bottled beer', 'canned beer', 'long life bakery product', 'chocolate', 'candles', 'newspapers']","['eggs', 'beer', 'beer', 'chocolate']",3
9005,['red/blush wine'],['wine'],3
9006,['rolls/buns'],['bread'],3
9007,"['other vegetables', 'frozen fish', 'brown bread', 'red/blush wine']","['vegetables', 'fish', 'bread', 'wine']",3
9008,"['frankfurter', 'pip fruit', 'soft cheese', 'semi-finished bread', 'chewing gum', 'specialty chocolate']","['meat', 'fruits', 'cheese', 'bread', 'chocolate']",3
9009,"['citrus fruit', 'root vegetables', 'other vegetables', 'UHT-milk', 'domestic eggs', 'canned fruit', 'soda', 'waffles', 'candy', 'newspapers']","['fruits', 'vegetables', 'vegetables', 'milk', 'eggs', 'fruits', 'soda']",3
9010,"['dessert', 'butter milk', 'brown bread', 'canned beer', 'shopping bags']","['butter', 'bread', 'beer']",3
9011,"['tropical fruit', 'whole milk', 'yogurt', 'semi-finished bread', 'bottled water', 'soda', 'chocolate marshmallow']","['fruits', 'milk', 'yogurt', 'bread', 'water', 'soda', 'chocolate']",6
9012,"['hamburger meat', 'tropical fruit', 'other vegetables', 'shopping bags']","['meat', 'fruits', 'vegetables']",3
9013,['soda'],['soda'],3
9014,"['chicken', 'other vegetables', 'whole milk', 'yogurt', 'frozen vegetables', 'rolls/buns', 'oil', 'bottled beer', 'canned beer', 'long life bakery product']","['chicken', 'vegetables', 'milk', 'yogurt', 'vegetables', 'bread', 'oil', 'beer', 'beer']",3
9015,"['rolls/buns', 'sugar']","['bread', 'sugar']",6
9016,"['butter', 'curd', 'yogurt', 'whipped/sour cream', 'margarine', 'salty snack', 'hygiene articles']","['butter', 'yogurt', 'cream', 'margarine']",3
9017,"['pip fruit', 'herbs', 'other vegetables', 'whole milk', 'whipped/sour cream']","['fruits', 'herbs', 'vegetables', 'milk', 'cream']",5
9019,"['sausage', 'tropical fruit', 'other vegetables', 'whole milk', 'frozen vegetables', 'rolls/buns', 'white bread', 'brown bread', 'roll products', 'oil', 'sugar']","['meat', 'fruits', 'vegetables', 'milk', 'vegetables', 'bread', 'bread', 'bread', 'oil', 'sugar']",6
9020,"['grapes', 'other vegetables', 'butter', 'newspapers']","['vegetables', 'vegetables', 'butter']",3
9021,['semi-finished bread'],['bread'],3
9022,"['domestic eggs', 'white bread', 'pastry', 'canned beer', 'newspapers']","['eggs', 'bread', 'beer']",3
9024,"['root vegetables', 'whole milk', 'brown bread', 'margarine']","['vegetables', 'milk', 'bread', 'margarine']",3
9025,"['whole milk', 'domestic eggs']","['milk', 'eggs']",3
9026,"['meat', 'citrus fruit', 'whole milk']","['meat', 'fruits', 'milk']",6
9027,['canned beer'],['beer'],3
9028,"['frankfurter', 'pork', 'other vegetables', 'butter milk', 'UHT-milk', 'sliced cheese', 'brown bread', 'margarine']","['meat', 'pork', 'vegetables', 'butter', 'milk', 'cheese', 'bread', 'margarine']",3
9029,"['grapes', 'other vegetables', 'pastry', 'dish cleaner']","['vegetables', 'vegetables']",3
9031,"['other vegetables', 'canned beer', 'snack products']","['vegetables', 'beer']",3
9032,"['tropical fruit', 'whole milk', 'butter', 'butter milk', 'brown bread', 'pastry']","['fruits', 'milk', 'butter', 'butter', 'bread']",6
